gsm8k_num,perplexity
159,5.679069519042969
160,8.587536811828613
161,5.777867317199707
162,3.407562494277954
163,4.214353561401367
164,6.89626932144165
165,6.7868876457214355
166,5.813406944274902
167,8.98369026184082
168,4.642520427703857
169,10.776429176330566
170,4.885817050933838
171,3.579289674758911
172,3.4319510459899902
173,5.036672592163086
174,2.875692367553711
175,4.847911834716797
176,5.559423446655273
177,6.335825443267822
178,3.3686296939849854
179,4.170162677764893
180,6.964245319366455
181,7.171492099761963
182,8.777594566345215
183,5.78147554397583
184,3.4188990592956543
185,4.242593765258789
186,6.715729236602783
187,5.1314377784729
188,5.9215569496154785
189,4.747278213500977
190,4.69783878326416
191,8.258947372436523
192,7.551965713500977
193,4.342050075531006
194,4.627858638763428
195,9.236566543579102
196,5.286095142364502
197,5.9495744705200195
198,4.72162389755249
199,4.069849491119385
200,3.332156181335449
201,4.125787258148193
202,3.852574110031128
203,4.524296283721924
204,5.368978977203369
205,3.6342456340789795
206,4.500274181365967
207,3.867987871170044
208,3.3880867958068848
209,4.8291120529174805
210,4.164660453796387
211,3.817230224609375
212,3.877528190612793
213,3.822228193283081
214,3.7722508907318115
215,4.010688781738281
216,4.645126819610596
217,3.8520450592041016
218,5.894868850708008
219,3.2458341121673584
220,4.596498012542725
221,3.9396114349365234
222,4.391711711883545
223,7.843780994415283
224,5.061398029327393
225,4.576802730560303
226,8.347208976745605
227,3.921905517578125
228,4.089443206787109
229,6.8790202140808105
230,4.128238677978516
231,2.764540195465088
232,5.469929218292236
233,9.775934219360352
234,4.055957794189453
235,8.06445026397705
236,6.972346782684326
237,7.321950912475586
238,12.86103343963623
239,4.199427604675293
240,4.173940658569336
241,4.938080787658691
242,12.32618236541748
243,5.287639141082764
244,5.843459129333496
245,7.862478256225586
246,3.731938362121582
247,4.536211013793945
248,5.847376823425293
249,6.232193470001221
250,3.328613758087158
251,3.8690426349639893
252,7.098684787750244
253,5.08179235458374
254,8.535754203796387
255,5.524347305297852
256,4.903785228729248
257,2.61963152885437
258,3.3958094120025635
259,6.355175971984863
260,3.7772881984710693
261,4.390835762023926
262,4.280372142791748
263,5.749290466308594
264,9.756203651428223
265,3.953282117843628
266,2.919396162033081
267,2.7424182891845703
268,5.078952312469482
269,3.582948684692383
270,9.147624969482422
271,3.5242221355438232
272,6.943396091461182
273,7.583774089813232
274,3.1164612770080566
275,4.413912296295166
276,3.324697256088257
277,3.085064172744751
278,3.141700029373169
279,7.03174352645874
280,3.9775569438934326
281,4.922089099884033
282,3.144974946975708
283,5.6582255363464355
284,5.440670967102051
285,3.2333548069000244
286,5.633624076843262
287,3.479508399963379
288,3.4986774921417236
289,4.880909442901611
290,4.522217750549316
291,8.68343734741211
292,4.130898952484131
293,5.397284984588623
294,4.9669413566589355
295,6.061532020568848
296,3.0958023071289062
297,4.383871078491211
298,4.763451099395752
299,5.949079513549805
300,3.475128173828125
301,5.929718971252441
302,9.650032997131348
303,9.648159980773926
304,4.9754509925842285
305,3.9207308292388916
306,12.693829536437988
307,3.4909720420837402
308,4.599148750305176
309,4.247682094573975
310,5.9569292068481445
311,3.778653621673584
312,4.504623889923096
313,6.924941062927246
314,4.3232197761535645
315,5.477206230163574
316,3.75307035446167
317,5.031033039093018
318,7.788498401641846
319,4.998061180114746
320,6.258513450622559
321,4.250525951385498
322,8.861851692199707
323,5.625664710998535
324,5.895168304443359
325,7.58551549911499
326,3.227830648422241
327,4.755551815032959
328,4.404236316680908
329,7.712207794189453
330,5.3302507400512695
331,6.979783058166504
332,2.665621757507324
333,14.025314331054688
334,4.11102294921875
335,6.6011643409729
336,4.872946739196777
337,3.7303426265716553
338,6.612909317016602
339,7.134871006011963
340,3.5771350860595703
341,12.317686080932617
342,3.750894784927368
343,6.88280725479126
344,5.078689098358154
345,4.353648662567139
346,4.212087631225586
347,4.328393936157227
348,4.197863578796387
349,4.819015979766846
350,4.174635410308838
351,7.717069149017334
352,6.448619365692139
353,8.948111534118652
354,5.888192653656006
355,3.403557062149048
356,3.9124252796173096
357,4.280179500579834
358,6.878739833831787
359,5.302402973175049
360,5.972403526306152
361,5.35787296295166
362,3.556274890899658
363,3.3596131801605225
364,4.596212387084961
365,8.342618942260742
366,7.442761421203613
367,6.064913272857666
368,5.808671951293945
369,7.659028053283691
370,4.185608386993408
371,8.14612865447998
372,4.299617290496826
373,6.980677604675293
374,5.0971856117248535
375,6.068868160247803
376,9.695198059082031
377,4.181026458740234
378,5.312183856964111
379,7.179508209228516
380,8.81299877166748
381,4.43413782119751
382,5.383835315704346
383,3.783543348312378
384,3.9716405868530273
385,5.374873638153076
386,7.054975986480713
387,6.483819007873535
388,4.571547031402588
389,7.560801029205322
390,8.487149238586426
391,5.662215709686279
392,3.816544532775879
393,6.11998176574707
394,3.8886868953704834
395,5.045463562011719
396,5.356761455535889
397,3.8813204765319824
398,5.8770341873168945
399,4.424843788146973
400,4.114255905151367
401,8.899063110351562
402,4.016928195953369
403,3.7618496417999268
404,2.918586492538452
405,3.552248001098633
406,4.1050872802734375
407,4.996833324432373
408,4.359447479248047
409,3.746267080307007
410,3.2995917797088623
411,5.607898712158203
412,3.886380434036255
413,7.063358306884766
414,6.627867698669434
415,6.701971054077148
416,3.284301519393921
417,4.784212112426758
418,3.4724998474121094
419,5.412634372711182
420,3.7061126232147217
421,4.48400354385376
422,4.6389994621276855
423,3.065032482147217
424,4.3221564292907715
425,3.7163760662078857
426,4.874722003936768
427,4.600627422332764
428,4.92418909072876
429,5.34501314163208
430,9.205880165100098
431,4.442599296569824
432,4.159700393676758
433,5.193881034851074
434,7.579876899719238
435,5.079119682312012
436,6.7735748291015625
437,4.693614959716797
438,8.341099739074707
439,4.11637020111084
440,5.438042640686035
441,6.0627899169921875
442,3.8022091388702393
443,4.197500705718994
444,3.743377447128296
445,4.314050674438477
446,5.323188781738281
447,5.72727632522583
448,5.760739326477051
449,3.5361008644104004
450,4.169121265411377
451,8.88586139678955
452,4.088924407958984
453,3.8473737239837646
454,3.258640766143799
455,6.73464822769165
456,3.0657150745391846
457,5.489478588104248
458,7.206635475158691
459,3.860786199569702
460,3.4800920486450195
461,4.361793041229248
462,5.61598014831543
463,10.053537368774414
464,8.26613998413086
465,5.290573596954346
466,3.7269234657287598
467,4.065568447113037
468,3.3723201751708984
469,3.825632333755493
470,6.7228312492370605
471,5.332650661468506
472,3.2050695419311523
473,8.078030586242676
474,5.133080005645752
475,10.024893760681152
476,6.322468280792236
477,6.188852787017822
478,5.952626705169678
479,3.9804301261901855
480,3.95662260055542
481,5.1422119140625
482,4.287728309631348
483,7.619544982910156
484,3.9601314067840576
485,6.725960731506348
486,6.104650974273682
487,8.650177955627441
488,4.926568031311035
489,8.08215618133545
490,6.266664981842041
491,8.188334465026855
492,6.431873798370361
493,8.203634262084961
494,5.980488300323486
495,5.023253440856934
496,6.918780326843262
497,8.444067001342773
498,5.836550235748291
499,5.147276878356934
500,4.299875259399414
501,7.00394344329834
502,4.843495845794678
503,7.775078773498535
504,6.619727611541748
505,6.256140232086182
506,3.6849019527435303
507,5.904974460601807
508,4.497910022735596
509,3.7706799507141113
510,4.8759331703186035
511,3.799769639968872
512,8.27474308013916
513,5.146125316619873
514,3.239006519317627
515,3.4389164447784424
516,4.019489765167236
517,9.971409797668457
518,8.958869934082031
519,4.6454362869262695
520,18.01671028137207
521,4.134956359863281
522,3.135448694229126
523,4.24727725982666
524,4.480044841766357
525,4.10364294052124
526,5.9953813552856445
527,3.120546817779541
528,5.560440540313721
529,3.234102249145508
530,8.841429710388184
531,4.912167072296143
532,4.562352180480957
533,5.418308734893799
